rgi_id,region,hydro_year,calendar_year,dmdt,dhdt
RGI60-06.00234,06,2031,2031,-0.5800260901451111,-2.4535646438598633
RGI60-06.00234,06,2032,2032,-0.5268465280532837,-2.2295892238616943
RGI60-06.00234,06,2033,2033,-0.38456735014915466,-1.6280174255371094
RGI60-06.00234,06,2034,2034,-0.20207317173480988,-0.8555880188941956
RGI60-06.00234,06,2035,2035,-0.2941591143608093,-1.245840072631836
RGI60-06.00234,06,2036,2036,-0.4134073853492737,-1.7515004873275757
RGI60-06.00234,06,2037,2037,-0.37934961915016174,-1.6077502965927124
RGI60-06.00234,06,2038,2038,-0.47862881422042847,-2.029340982437134
RGI60-06.00234,06,2039,2039,-0.25201475620269775,-1.0687780380249023
RGI60-06.00234,06,2040,2040,-0.8249902129173279,-3.505048990249634
RGI60-06.00234,06,2041,2041,-0.6954323649406433,-2.956256151199341
RGI60-06.00234,06,2042,2042,-0.4413204789161682,-1.8767591714859009
RGI60-06.00234,06,2043,2043,-0.6786887049674988,-2.887770652770996
RGI60-06.00234,06,2044,2044,-0.6209121942520142,-2.64326548576355
RGI60-06.00234,06,2045,2045,-0.5511986613273621,-2.3475518226623535
RGI60-06.00234,06,2046,2046,-0.7183794379234314,-3.0614049434661865
RGI60-06.00234,06,2047,2047,-0.7003061771392822,-2.986072063446045
RGI60-06.00234,06,2048,2048,-0.9113761186599731,-3.88897705078125
RGI60-06.00234,06,2049,2049,-0.913162887096405,-3.899451494216919
RGI60-06.00234,06,2050,2050,-0.9074544310569763,-3.8779313564300537
RGI60-06.00234,06,2051,2051,-0.9347929358482361,-3.9977638721466064
RGI60-06.00234,06,2052,2052,-0.8533772826194763,-3.6521012783050537
RGI60-06.00234,06,2053,2053,-0.7543749213218689,-3.299067735671997
RGI60-06.00234,06,2054,2054,-0.914588987827301,-4.002621173858643
RGI60-06.00234,06,2055,2055,-0.6472650170326233,-2.886307954788208
RGI60-06.00234,06,2056,2056,-0.633845329284668,-2.9673290252685547
RGI60-06.00234,06,2057,2057,-0.6431545615196228,-3.1075897216796875
RGI60-06.00234,06,2058,2058,-0.4918534457683563,-2.4337778091430664
RGI60-06.00234,06,2059,2059,-0.5094422698020935,-2.5220937728881836
RGI60-06.00234,06,2060,2060,-0.591797411441803,-2.974033832550049
RGI60-06.00234,06,2061,2061,-0.5787866711616516,-2.9102916717529297
RGI60-06.00234,06,2062,2062,-0.5229898691177368,-2.7198173999786377
RGI60-06.00234,06,2063,2063,-0.38103365898132324,-1.9877901077270508
RGI60-06.00234,06,2064,2064,-0.8052434325218201,-4.204158782958984
RGI60-06.00234,06,2065,2065,-0.5957798957824707,-3.1123905181884766
RGI60-06.00234,06,2066,2066,-0.5236588716506958,-2.737107515335083
RGI60-06.00234,06,2067,2067,-0.4152948260307312,-2.248603343963623
RGI60-06.00234,06,2068,2068,-0.4794173240661621,-2.618072986602783
RGI60-06.00234,06,2069,2069,-0.48573604226112366,-2.6539149284362793
RGI60-06.00234,06,2070,2070,-0.4083847105503082,-2.2402327060699463
RGI60-06.00234,06,2071,2071,-0.6133162975311279,-3.511896848678589
RGI60-06.00234,06,2072,2072,-0.5071920156478882,-2.9436519145965576
RGI60-06.00234,06,2073,2073,-0.2481958419084549,-1.4407371282577515
RGI60-06.00234,06,2074,2074,-0.3689288794994354,-2.1421589851379395
RGI60-06.00234,06,2075,2075,-0.2708241045475006,-1.6391310691833496
RGI60-06.00234,06,2076,2076,-0.2818593382835388,-1.7063047885894775
RGI60-06.00234,06,2077,2077,-0.303478866815567,-1.8376600742340088
RGI60-06.00234,06,2078,2078,-0.33486902713775635,-2.028290033340454
RGI60-06.00234,06,2079,2079,-0.32313546538352966,-2.047227621078491
RGI60-06.00234,06,2080,2080,-0.26540297269821167,-1.6818801164627075
RGI60-06.00234,06,2081,2081,-0.290208101272583,-1.839519739151001
RGI60-06.00234,06,2082,2082,-0.20770403742790222,-1.3167777061462402
RGI60-06.00234,06,2083,2083,-0.3886295258998871,-2.5864439010620117
RGI60-06.00234,06,2084,2084,-0.25631392002105713,-1.7062609195709229
RGI60-06.00234,06,2085,2085,-0.3863457441329956,-2.5728542804718018
RGI60-06.00234,06,2086,2086,-0.40429943799972534,-2.693537950515747
RGI60-06.00234,06,2087,2087,-0.31350743770599365,-2.194753646850586
RGI60-06.00234,06,2088,2088,-0.5010347962379456,-3.5095913410186768
RGI60-06.00234,06,2089,2089,-0.1991686224937439,-1.3953837156295776
RGI60-06.00234,06,2090,2090,-0.3076920509338379,-2.1563732624053955
RGI60-06.00234,06,2091,2091,-0.24287956953048706,-1.7025864124298096
RGI60-06.00234,06,2092,2092,-0.4255289137363434,-2.98443341255188
RGI60-06.00234,06,2093,2093,-0.3783891499042511,-2.78228497505188
RGI60-06.00234,06,2094,2094,-0.3475148677825928,-2.5563058853149414
RGI60-06.00234,06,2095,2095,-0.520081102848053,-4.006059646606445
RGI60-06.00234,06,2096,2096,-0.3313877582550049,-2.667189359664917
RGI60-06.00234,06,2097,2097,-0.30995067954063416,-2.6314117908477783
RGI60-06.00234,06,2098,2098,-0.18620821833610535,-1.5812815427780151
RGI60-06.00234,06,2099,2099,-0.2546970248222351,-2.163679361343384
RGI60-06.00234,06,2100,2100,-0.21083612740039825,-1.7916165590286255
RGI60-06.00236,06,2001,2001,-0.08465258777141571,-1.3776271343231201
RGI60-06.00236,06,2002,2002,-0.02203163132071495,-0.3585943877696991
RGI60-06.00236,06,2003,2003,-0.03883611038327217,-0.6322733163833618
RGI60-06.00236,06,2004,2004,-0.07182326167821884,-1.1699436902999878
RGI60-06.00236,06,2005,2005,-0.05102475732564926,-0.8314722180366516
RGI60-06.00236,06,2006,2006,-0.03391304612159729,-0.5527445673942566
RGI60-06.00236,06,2007,2007,-0.05370806157588959,-0.8757342100143433
