rgiid,period,area,dhdt,err_dhdt,dvoldt,err_dvoldt,dmdt,err_dmdt,dmdtda,err_dmdtda,perc_area_meas,perc_area_res,valid_obs,valid_obs_py,reg
RGI60-06.00127,2004-01-01_2005-01-01,142000.0,1.6016,4.549,227429.0,646846.0,0.000193,0.00055,1.3614,3.8784,1.0,1.0,1.0,1.0,6
RGI60-06.00127,2004-01-01_2006-01-01,142000.0,1.57,2.3247,222935.0,331758.0,0.000189,0.000282,1.3345,1.998,1.0,1.0,4.79,2.0,6
RGI60-06.00127,2004-01-01_2008-01-01,142000.0,1.348,1.1365,191410.0,163871.0,0.000163,0.00014,1.1458,0.9988,1.0,1.0,6.43,3.07,6
RGI60-06.00127,2005-01-01_2006-01-01,142000.0,1.5383,4.5814,218440.0,651374.0,0.000186,0.000554,1.3076,3.905,1.0,1.0,3.79,1.0,6
RGI60-06.00127,2005-01-01_2010-01-01,142000.0,1.1282,0.9077,160211.0,131067.0,0.000136,0.000112,0.959,0.8003,1.0,1.0,7.5,3.79,6
RGI60-06.00127,2006-01-01_2007-01-01,142000.0,1.3841,4.6305,196536.0,658177.0,0.000167,0.00056,1.1764,3.9445,1.0,1.0,0.07,0.07,6
RGI60-06.00127,2006-01-01_2008-01-01,142000.0,1.126,2.2893,159885.0,325940.0,0.000136,0.000277,0.9571,1.9574,1.0,1.0,1.64,1.07,6
RGI60-06.00127,2007-01-01_2008-01-01,142000.0,0.8679,4.5268,123235.0,643069.0,0.000105,0.000547,0.7377,3.8513,1.0,1.0,1.57,1.0,6
RGI60-06.00127,2008-01-01_2009-01-01,142000.0,0.8934,4.4978,126868.0,638964.0,0.000108,0.000543,0.7594,3.8268,1.0,1.0,1.14,1.0,6
RGI60-06.00127,2008-01-01_2010-01-01,142000.0,0.9255,2.2677,131422.0,322603.0,0.000112,0.000274,0.7867,1.9354,1.0,1.0,2.07,1.71,6
RGI60-06.00127,2008-01-01_2012-01-01,142000.0,0.5151,1.1245,73144.0,160049.0,6.2e-05,0.000136,0.4378,0.9607,1.0,1.0,3.14,2.79,6
RGI60-06.00127,2009-01-01_2010-01-01,142000.0,0.9576,4.5592,135976.0,647722.0,0.000116,0.000551,0.8139,3.8795,1.0,1.0,0.93,0.71,6
RGI60-06.00127,2010-01-01_2011-01-01,142000.0,0.402,4.6105,57085.0,654741.0,4.9e-05,0.000557,0.3417,3.9196,1.0,1.0,0.07,0.07,6
RGI60-06.00127,2010-01-01_2012-01-01,142000.0,0.1047,2.2797,14865.0,323728.0,1.3e-05,0.000275,0.089,1.9379,1.0,1.0,1.07,1.07,6
RGI60-06.00127,2010-01-01_2015-01-01,142000.0,-0.0599,0.9184,-8500.0,130423.0,-7e-06,0.000111,-0.0509,0.7807,1.0,1.0,6.36,3.21,6
RGI60-06.00127,2010-01-01_2020-01-01,142000.0,-0.7128,0.4641,-101212.0,67595.0,-8.6e-05,5.8e-05,-0.6058,0.4167,1.0,1.0,14.86,8.14,6
RGI60-06.00127,2011-01-01_2012-01-01,142000.0,-0.1926,4.5737,-27354.0,649483.0,-2.3e-05,0.000552,-0.1637,3.8878,1.0,1.0,1.0,1.0,6
RGI60-06.00127,2012-01-01_2013-01-01,142000.0,-0.1094,4.5188,-15529.0,641670.0,-1.3e-05,0.000545,-0.093,3.841,1.0,1.0,4.0,1.0,6
RGI60-06.00127,2012-01-01_2014-01-01,142000.0,-0.0361,2.2901,-5126.0,325193.0,-4e-06,0.000276,-0.0307,1.9466,1.0,1.0,5.14,2.0,6
RGI60-06.00127,2012-01-01_2016-01-01,142000.0,-0.3246,1.145,-46096.0,162732.0,-3.9e-05,0.000138,-0.2759,0.9752,1.0,1.0,6.21,3.07,6
RGI60-06.00127,2013-01-01_2014-01-01,142000.0,0.0372,4.5767,5277.0,649889.0,4e-06,0.000552,0.0316,3.8902,1.0,1.0,1.14,1.0,6
RGI60-06.00127,2014-01-01_2015-01-01,142000.0,-0.4365,4.6127,-61978.0,655071.0,-5.3e-05,0.000557,-0.371,3.9217,1.0,1.0,0.14,0.14,6
RGI60-06.00127,2014-01-01_2016-01-01,142000.0,-0.6131,2.3185,-87066.0,329487.0,-7.4e-05,0.00028,-0.5212,1.9741,1.0,1.0,1.07,1.07,6
RGI60-06.00127,2015-01-01_2016-01-01,142000.0,-0.7898,4.6125,-112154.0,655188.0,-9.5e-05,0.000557,-0.6713,3.9235,1.0,1.0,0.93,0.93,6
RGI60-06.00127,2015-01-01_2020-01-01,142000.0,-1.3657,0.9274,-193924.0,134802.0,-0.000165,0.000115,-1.1608,0.8292,1.0,1.0,8.5,4.93,6
RGI60-06.00127,2016-01-01_2017-01-01,142000.0,-1.0452,4.588,-148418.0,651872.0,-0.000126,0.000554,-0.8884,3.9048,1.0,1.0,2.0,1.0,6
RGI60-06.00127,2016-01-01_2018-01-01,142000.0,-1.1783,2.308,-167319.0,328681.0,-0.000142,0.00028,-1.0016,1.9743,1.0,1.0,3.57,2.0,6
RGI60-06.00127,2016-01-01_2020-01-01,142000.0,-1.5096,1.1653,-214367.0,168507.0,-0.000182,0.000144,-1.2832,1.0305,1.0,1.0,7.57,4.0,6
RGI60-06.00127,2017-01-01_2018-01-01,142000.0,-1.3114,4.567,-186219.0,649101.0,-0.000158,0.000552,-1.1147,3.8898,1.0,1.0,1.57,1.0,6
RGI60-06.00127,2018-01-01_2019-01-01,142000.0,-1.7344,4.5899,-246290.0,652791.0,-0.000209,0.000555,-1.4743,3.9151,1.0,1.0,2.0,1.0,6
RGI60-06.00127,2018-01-01_2020-01-01,142000.0,-1.841,2.3202,-261415.0,331753.0,-0.000222,0.000282,-1.5648,2.0024,1.0,1.0,4.0,2.0,6
RGI60-06.00127,2019-01-01_2020-01-01,142000.0,-1.9475,4.6352,-276541.0,659486.0,-0.000235,0.000561,-1.6554,3.957,1.0,1.0,2.0,1.0,6
RGI60-06.00128,2000-01-01_2001-01-01,168000.0,0.1526,6.1097,25640.0,1026441.0,2.2e-05,0.000872,0.1297,5.1933,1.0,1.0,0.0,0.0,6
RGI60-06.00128,2000-01-01_2002-01-01,168000.0,0.1526,2.9367,25639.0,493373.0,2.2e-05,0.000419,0.1297,2.4963,1.0,1.0,0.0,0.0,6
RGI60-06.00128,2000-01-01_2004-01-01,168000.0,0.1122,1.4587,18843.0,245073.0,1.6e-05,0.000208,0.0953,1.24,1.0,1.0,3.35,2.0,6
RGI60-06.00128,2000-01-01_2005-01-01,168000.0,0.097,1.1591,16301.0,194750.0,1.4e-05,0.000166,0.0825,0.9854,1.0,1.0,4.35,3.0,6
RGI60-06.00128,2000-01-01_2010-01-01,168000.0,0.0533,0.5697,8955.0,95722.0,8e-06,8.1e-05,0.0453,0.4844,1.0,1.0,11.24,7.0,6
RGI60-06.00128,2000-01-01_2020-01-01,168000.0,-0.0942,0.2922,-15820.0,49148.0,-1.3e-05,4.2e-05,-0.08,0.249,1.0,1.0,22.65,14.24,6
RGI60-06.00128,2001-01-01_2002-01-01,168000.0,0.1526,5.672,25639.0,952909.0,2.2e-05,0.00081,0.1297,4.8213,1.0,1.0,0.0,0.0,6
RGI60-06.00128,2002-01-01_2003-01-01,168000.0,0.1044,5.3949,17541.0,906343.0,1.5e-05,0.00077,0.0888,4.5857,1.0,1.0,1.35,1.0,6
RGI60-06.00128,2002-01-01_2004-01-01,168000.0,0.0717,2.6874,12047.0,451478.0,1e-05,0.000384,0.061,2.2843,1.0,1.0,3.35,2.0,6
RGI60-06.00128,2003-01-01_2004-01-01,168000.0,0.039,5.3528,6553.0,899278.0,6e-06,0.000764,0.0332,4.5499,1.0,1.0,2.0,1.0,6
RGI60-06.00128,2004-01-01_2005-01-01,168000.0,0.0365,5.2898,6132.0,888688.0,5e-06,0.000755,0.031,4.4963,1.0,1.0,1.0,1.0,6
RGI60-06.00128,2004-01-01_2006-01-01,168000.0,0.0473,2.6286,7953.0,441604.0,7e-06,0.000375,0.0402,2.2343,1.0,1.0,2.12,2.0,6
RGI60-06.00128,2004-01-01_2008-01-01,168000.0,0.0229,1.3057,3844.0,219365.0,3e-06,0.000186,0.0195,1.1099,1.0,1.0,5.0,3.0,6
RGI60-06.00128,2005-01-01_2006-01-01,168000.0,0.0582,5.2139,9774.0,875929.0,8e-06,0.000745,0.0494,4.4318,1.0,1.0,1.12,1.0,6
RGI60-06.00128,2005-01-01_2010-01-01,168000.0,0.0096,1.0276,1609.0,172629.0,1e-06,0.000147,0.0081,0.8734,1.0,1.0,6.88,4.0,6
RGI60-06.00128,2006-01-01_2007-01-01,168000.0,0.0193,5.161,3243.0,867041.0,3e-06,0.000737,0.0164,4.3868,1.0,1.0,0.0,0.0,6
RGI60-06.00128,2006-01-01_2008-01-01,168000.0,-0.0016,2.573,-264.0,432267.0,-0.0,0.000367,-0.0013,2.1871,1.0,1.0,2.88,1.0,6
RGI60-06.00128,2007-01-01_2008-01-01,168000.0,-0.0224,5.1261,-3772.0,861187.0,-3e-06,0.000732,-0.0191,4.3572,1.0,1.0,2.88,1.0,6
RGI60-06.00128,2008-01-01_2009-01-01,168000.0,-0.0015,5.1083,-258.0,858196.0,-0.0,0.000729,-0.0013,4.3421,1.0,1.0,1.06,1.0,6
RGI60-06.00128,2008-01-01_2010-01-01,168000.0,-0.0036,2.5345,-601.0,425791.0,-1e-06,0.000362,-0.003,2.1543,1.0,1.0,2.88,2.0,6
RGI60-06.00128,2008-01-01_2012-01-01,168000.0,-0.0413,1.2756,-6937.0,214304.0,-6e-06,0.000182,-0.0351,1.0843,1.0,1.0,3.47,2.59,6
RGI60-06.00128,2009-01-01_2010-01-01,168000.0,-0.0056,5.0661,-944.0,851111.0,-1e-06,0.000723,-0.0048,4.3062,1.0,1.0,1.82,1.0,6
RGI60-06.00128,2010-01-01_2011-01-01,168000.0,-0.068,5.2313,-11421.0,878868.0,-1e-05,0.000747,-0.0578,4.4467,1.0,1.0,0.59,0.59,6
RGI60-06.00128,2010-01-01_2012-01-01,168000.0,-0.079,2.5301,-13272.0,425061.0,-1.1e-05,0.000361,-0.0672,2.1506,1.0,1.0,0.59,0.59,6
RGI60-06.00128,2010-01-01_2015-01-01,168000.0,-0.1449,1.0382,-24343.0,174457.0,-2.1e-05,0.000148,-0.1232,0.8829,1.0,1.0,4.24,2.59,6
RGI60-06.00128,2010-01-01_2020-01-01,168000.0,-0.2416,0.5193,-40594.0,87433.0,-3.5e-05,7.4e-05,-0.2054,0.4435,1.0,1.0,11.41,7.24,6
RGI60-06.00128,2011-01-01_2012-01-01,168000.0,-0.09,5.2638,-15123.0,884320.0,-1.3e-05,0.000752,-0.0765,4.4743,1.0,1.0,0.0,0.0,6
RGI60-06.00128,2012-01-01_2013-01-01,168000.0,-0.1529,5.0823,-25684.0,853837.0,-2.2e-05,0.000726,-0.13,4.3201,1.0,1.0,1.65,1.0,6
RGI60-06.00128,2012-01-01_2014-01-01,168000.0,-0.1766,2.5705,-29676.0,431871.0,-2.5e-05,0.000367,-0.1501,2.1852,1.0,1.0,3.65,2.0,6
RGI60-06.00128,2012-01-01_2016-01-01,168000.0,-0.2001,1.2707,-33611.0,213522.0,-2.9e-05,0.000182,-0.1701,1.0807,1.0,1.0,4.65,3.0,6
RGI60-06.00128,2013-01-01_2014-01-01,168000.0,-0.2004,5.1298,-33668.0,861813.0,-2.9e-05,0.000733,-0.1703,4.3604,1.0,1.0,2.0,1.0,6
RGI60-06.00128,2014-01-01_2015-01-01,168000.0,-0.2132,5.2701,-35819.0,885384.0,-3e-05,0.000753,-0.1812,4.4797,1.0,1.0,0.0,0.0,6
RGI60-06.00128,2014-01-01_2016-01-01,168000.0,-0.2235,2.565,-37545.0,430958.0,-3.2e-05,0.000366,-0.19,2.1806,1.0,1.0,1.0,1.0,6
RGI60-06.00128,2015-01-01_2016-01-01,168000.0,-0.2338,5.213,-39271.0,875809.0,-3.3e-05,0.000744,-0.1987,4.4313,1.0,1.0,1.0,1.0,6
RGI60-06.00128,2015-01-01_2020-01-01,168000.0,-0.3384,1.0706,-56844.0,180035.0,-4.8e-05,0.000153,-0.2876,0.912,1.0,1.0,7.18,4.65,6
RGI60-06.00128,2016-01-01_2017-01-01,168000.0,-0.268,5.102,-45030.0,857157.0,-3.8e-05,0.000729,-0.2278,4.337,1.0,1.0,2.41,1.0,6
RGI60-06.00128,2016-01-01_2018-01-01,168000.0,-0.2816,2.5634,-47312.0,430702.0,-4e-05,0.000366,-0.2394,2.1795,1.0,1.0,3.18,1.65,6
RGI60-06.00128,2016-01-01_2020-01-01,168000.0,-0.3645,1.3038,-61238.0,219204.0,-5.2e-05,0.000186,-0.3098,1.1101,1.0,1.0,6.18,3.65,6
RGI60-06.00128,2017-01-01_2018-01-01,168000.0,-0.2952,5.157,-49595.0,866400.0,-4.2e-05,0.000736,-0.2509,4.3837,1.0,1.0,0.76,0.65,6
RGI60-06.00128,2018-01-01_2019-01-01,168000.0,-0.4301,5.2626,-72254.0,884177.0,-6.1e-05,0.000752,-0.3656,4.4739,1.0,1.0,2.0,1.0,6
RGI60-06.00128,2018-01-01_2020-01-01,168000.0,-0.4474,2.6345,-75163.0,442717.0,-6.4e-05,0.000376,-0.3803,2.2407,1.0,1.0,3.0,2.0,6
RGI60-06.00128,2019-01-01_2020-01-01,168000.0,-0.4647,5.3487,-78071.0,898649.0,-6.6e-05,0.000764,-0.395,4.5472,1.0,1.0,1.0,1.0,6
RGI60-06.00129,2000-01-01_2001-01-01,512000.0,-0.9279,3.6338,-475072.0,1861200.0,-0.000404,0.001582,-0.7887,3.0915,0.98,1.0,1.24,1.0,6
RGI60-06.00129,2000-01-01_2002-01-01,512000.0,-0.8991,1.7944,-460316.0,920039.0,-0.000391,0.000783,-0.7642,1.5305,0.98,1.0,1.24,1.0,6
RGI60-06.00129,2000-01-01_2004-01-01,512000.0,-0.8601,0.9082,-440346.0,467370.0,-0.000374,0.000398,-0.731,0.7815,0.98,1.0,4.31,3.0,6
RGI60-06.00129,2000-01-01_2005-01-01,512000.0,-0.7959,0.7149,-407477.0,368626.0,-0.000346,0.000314,-0.6765,0.6181,0.98,1.0,5.31,4.0,6
RGI60-06.00129,2000-01-01_2010-01-01,512000.0,-0.6535,0.3541,-334608.0,184785.0,-0.000284,0.000158,-0.5555,0.3149,0.98,1.0,13.39,8.0,6
RGI60-06.00129,2000-01-01_2020-01-01,512000.0,-0.1906,0.1815,-97596.0,93505.0,-8.3e-05,8e-05,-0.162,0.1566,0.98,1.0,27.76,16.92,6
RGI60-06.00129,2001-01-01_2002-01-01,512000.0,-0.8702,3.5573,-445561.0,1821957.0,-0.000379,0.001549,-0.7397,3.0262,0.98,1.0,0.0,0.0,6
RGI60-06.00129,2002-01-01_2003-01-01,512000.0,-0.8522,3.511,-436346.0,1798227.0,-0.000371,0.001529,-0.7244,2.9868,0.98,1.0,1.08,1.0,6
RGI60-06.00129,2002-01-01_2004-01-01,512000.0,-0.821,1.7781,-420375.0,911504.0,-0.000357,0.000775,-0.6979,1.5159,0.98,1.0,3.08,2.0,6
RGI60-06.00129,2003-01-01_2004-01-01,512000.0,-0.7899,3.556,-404405.0,1821160.0,-0.000344,0.001548,-0.6714,3.0246,0.98,1.0,2.0,1.0,6
RGI60-06.00129,2004-01-01_2005-01-01,512000.0,-0.5391,3.542,-276003.0,1813741.0,-0.000235,0.001542,-0.4582,3.0117,0.98,1.0,1.0,1.0,6
RGI60-06.00129,2004-01-01_2006-01-01,512000.0,-0.4621,1.7778,-236621.0,910578.0,-0.000201,0.000774,-0.3928,1.5125,0.98,1.0,2.94,2.0,6
RGI60-06.00129,2004-01-01_2008-01-01,512000.0,-0.4969,0.8858,-254387.0,454320.0,-0.000216,0.000386,-0.4223,0.7562,0.98,1.0,5.84,3.0,6
RGI60-06.00129,2005-01-01_2006-01-01,512000.0,-0.3852,3.4962,-197238.0,1790165.0,-0.000168,0.001522,-0.3274,2.9722,0.98,1.0,1.94,1.0,6
RGI60-06.00129,2005-01-01_2010-01-01,512000.0,-0.5112,0.6895,-261738.0,354145.0,-0.000222,0.000301,-0.4345,0.5906,0.98,1.0,8.08,4.0,6
RGI60-06.00129,2006-01-01_2007-01-01,512000.0,-0.3902,3.4965,-199792.0,1790351.0,-0.00017,0.001522,-0.3317,2.9726,0.98,1.0,0.0,0.0,6
RGI60-06.00129,2006-01-01_2008-01-01,512000.0,-0.5316,1.7486,-272154.0,895756.0,-0.000231,0.000762,-0.4518,1.4882,0.98,1.0,2.9,1.0,6
RGI60-06.00129,2007-01-01_2008-01-01,512000.0,-0.6729,3.4838,-344516.0,1784062.0,-0.000293,0.001517,-0.572,2.9627,0.98,1.0,2.9,1.0,6
RGI60-06.00129,2008-01-01_2009-01-01,512000.0,-0.7272,3.4787,-372318.0,1781562.0,-0.000316,0.001514,-0.6181,2.9587,0.98,1.0,1.78,1.0,6
RGI60-06.00129,2008-01-01_2010-01-01,512000.0,-0.5539,1.7243,-283573.0,883383.0,-0.000241,0.000751,-0.4708,1.4678,0.98,1.0,3.24,2.0,6
RGI60-06.00129,2008-01-01_2012-01-01,512000.0,-0.2076,0.8691,-106307.0,445126.0,-9e-05,0.000378,-0.1765,0.7393,0.98,1.0,6.39,4.0,6
RGI60-06.00129,2009-01-01_2010-01-01,512000.0,-0.3805,3.4429,-194827.0,1762908.0,-0.000166,0.001499,-0.3234,2.927,0.98,1.0,1.45,1.0,6
RGI60-06.00129,2010-01-01_2011-01-01,512000.0,0.0179,3.5018,9187.0,1792909.0,8e-06,0.001524,0.0153,2.9765,0.98,1.0,1.75,1.0,6
RGI60-06.00129,2010-01-01_2012-01-01,512000.0,0.1386,1.7203,70959.0,880823.0,6e-05,0.000749,0.1178,1.4624,0.98,1.0,3.16,2.0,6
RGI60-06.00129,2010-01-01_2015-01-01,512000.0,0.0987,0.7245,50521.0,371003.0,4.3e-05,0.000315,0.0839,0.616,0.98,1.0,7.67,4.16,6
RGI60-06.00129,2010-01-01_2020-01-01,512000.0,0.2723,0.3505,139416.0,180059.0,0.000119,0.000153,0.2315,0.3004,0.98,1.0,14.37,8.92,6
RGI60-06.00129,2011-01-01_2012-01-01,512000.0,0.2592,3.5291,132730.0,1806951.0,0.000113,0.001536,0.2204,3.0,0.98,1.0,1.41,1.0,6
RGI60-06.00129,2012-01-01_2013-01-01,512000.0,-0.1696,3.4502,-86817.0,1766504.0,-7.4e-05,0.001502,-0.1441,2.9327,0.98,1.0,2.16,1.0,6
RGI60-06.00129,2012-01-01_2014-01-01,512000.0,-0.098,1.7654,-50166.0,903882.0,-4.3e-05,0.000768,-0.0833,1.5006,0.98,1.0,4.35,2.0,6
RGI60-06.00129,2012-01-01_2016-01-01,512000.0,0.142,0.8598,72698.0,440300.0,6.2e-05,0.000374,0.1207,0.7311,0.98,1.0,5.27,2.92,6
RGI60-06.00129,2013-01-01_2014-01-01,512000.0,-0.0264,3.5128,-13514.0,1798563.0,-1.1e-05,0.001529,-0.0224,2.9859,0.98,1.0,2.2,1.0,6
RGI60-06.00129,2014-01-01_2015-01-01,512000.0,0.4121,3.7084,211020.0,1898836.0,0.000179,0.001614,0.3503,3.1527,0.98,1.0,0.16,0.16,6
RGI60-06.00129,2014-01-01_2016-01-01,512000.0,0.382,1.7511,195561.0,896797.0,0.000166,0.000762,0.3247,1.4894,0.98,1.0,0.92,0.92,6
RGI60-06.00129,2015-01-01_2016-01-01,512000.0,0.3518,3.6215,180102.0,1854294.0,0.000153,0.001576,0.299,3.0787,0.98,1.0,0.76,0.76,6
RGI60-06.00129,2015-01-01_2020-01-01,512000.0,0.4459,0.7419,228312.0,380649.0,0.000194,0.000324,0.379,0.6338,0.98,1.0,6.71,4.76,6
RGI60-06.00129,2016-01-01_2017-01-01,512000.0,0.3246,3.4459,166180.0,1764388.0,0.000141,0.0015,0.2759,2.9294,0.98,1.0,2.0,1.0,6
RGI60-06.00129,2016-01-01_2018-01-01,512000.0,0.4342,1.7288,222295.0,885482.0,0.000189,0.000753,0.369,1.4708,0.98,1.0,3.51,2.0,6
RGI60-06.00129,2016-01-01_2020-01-01,512000.0,0.4695,0.8759,240364.0,449179.0,0.000204,0.000382,0.399,0.7475,0.98,1.0,5.94,4.0,6
RGI60-06.00129,2017-01-01_2018-01-01,512000.0,0.5438,3.4931,278410.0,1788711.0,0.000237,0.00152,0.4622,2.9701,0.98,1.0,1.51,1.0,6
RGI60-06.00129,2018-01-01_2019-01-01,512000.0,0.5411,3.5916,277027.0,1839121.0,0.000235,0.001563,0.4599,3.0538,0.98,1.0,1.39,1.0,6
RGI60-06.00129,2018-01-01_2020-01-01,512000.0,0.5048,1.7749,258433.0,909193.0,0.00022,0.000773,0.429,1.5104,0.98,1.0,2.43,2.0,6
RGI60-06.00129,2019-01-01_2020-01-01,512000.0,0.4684,3.6357,239838.0,1861642.0,0.000204,0.001582,0.3982,3.091,0.98,1.0,1.04,1.0,6
RGI60-06.00130,2000-01-01_2001-01-01,531000.0,-0.7772,3.6815,-412679.0,1955136.0,-0.000351,0.001662,-0.6606,3.1305,1.0,1.0,1.0,0.98,6
RGI60-06.00130,2000-01-01_2002-01-01,531000.0,-0.797,1.8178,-423227.0,965834.0,-0.00036,0.000821,-0.6775,1.5477,1.0,1.0,4.04,1.98,6
RGI60-06.00130,2000-01-01_2004-01-01,531000.0,-0.8331,0.9162,-442357.0,487748.0,-0.000376,0.000415,-0.7081,0.7843,1.0,1.0,5.5,3.44,6
RGI60-06.00130,2000-01-01_2005-01-01,531000.0,-0.785,0.7194,-416810.0,383397.0,-0.000354,0.000327,-0.6672,0.6177,1.0,1.0,8.77,4.44,6
RGI60-06.00130,2000-01-01_2010-01-01,531000.0,-0.4452,0.3578,-236393.0,190877.0,-0.000201,0.000163,-0.3784,0.3081,1.0,1.0,20.62,8.44,6
RGI60-06.00130,2000-01-01_2020-01-01,531000.0,0.1107,0.1875,58760.0,99684.0,5e-05,8.5e-05,0.0941,0.1599,1.0,1.0,44.33,17.58,6
RGI60-06.00130,2001-01-01_2002-01-01,531000.0,-0.8169,3.5109,-433775.0,1864621.0,-0.000369,0.001585,-0.6944,2.9857,1.0,1.0,3.04,1.0,6
RGI60-06.00130,2002-01-01_2003-01-01,531000.0,-0.8547,3.5121,-453849.0,1865248.0,-0.000386,0.001586,-0.7265,2.9868,1.0,1.0,0.62,0.62,6
RGI60-06.00130,2002-01-01_2004-01-01,531000.0,-0.8691,1.7468,-461488.0,928247.0,-0.000392,0.000789,-0.7387,1.4879,1.0,1.0,1.46,1.46,6
RGI60-06.00130,2003-01-01_2004-01-01,531000.0,-0.8835,3.5424,-469127.0,1881354.0,-0.000399,0.001599,-0.751,3.0126,1.0,1.0,0.85,0.85,6
RGI60-06.00130,2004-01-01_2005-01-01,531000.0,-0.5925,3.4534,-314623.0,1833918.0,-0.000267,0.001559,-0.5036,2.9361,1.0,1.0,3.27,1.0,6
RGI60-06.00130,2004-01-01_2006-01-01,531000.0,0.173,1.7292,91844.0,918238.0,7.8e-05,0.000781,0.147,1.47,1.0,1.0,7.31,2.0,6
RGI60-06.00130,2004-01-01_2008-01-01,531000.0,-0.0998,0.8875,-53014.0,471289.0,-4.5e-05,0.000401,-0.0849,0.7545,1.0,1.0,9.6,3.0,6
RGI60-06.00130,2005-01-01_2006-01-01,531000.0,0.9384,3.3864,498312.0,1798609.0,0.000424,0.001529,0.7977,2.8804,1.0,1.0,4.04,1.0,6
RGI60-06.00130,2005-01-01_2010-01-01,531000.0,-0.1054,0.6721,-55975.0,356938.0,-4.8e-05,0.000303,-0.0896,0.5714,1.0,1.0,11.85,4.0,6
RGI60-06.00130,2006-01-01_2007-01-01,531000.0,0.008,3.526,4232.0,1872303.0,4e-06,0.001591,0.0068,2.9971,1.0,1.0,2.29,1.0,6
RGI60-06.00130,2006-01-01_2008-01-01,531000.0,-0.3726,1.7425,-197872.0,925381.0,-0.000168,0.000787,-0.3167,1.4817,1.0,1.0,2.29,1.0,6
RGI60-06.00130,2007-01-01_2008-01-01,531000.0,-0.7532,3.6159,-399975.0,1920312.0,-0.00034,0.001632,-0.6403,3.0747,1.0,1.0,0.0,0.0,6
RGI60-06.00130,2008-01-01_2009-01-01,531000.0,-0.5197,3.5108,-275946.0,1864356.0,-0.000235,0.001585,-0.4417,2.9847,1.0,1.0,2.81,1.0,6
RGI60-06.00130,2008-01-01_2010-01-01,531000.0,-0.3601,1.73,-191222.0,918752.0,-0.000163,0.000781,-0.3061,1.471,1.0,1.0,5.52,2.0,6
RGI60-06.00130,2008-01-01_2012-01-01,531000.0,0.2758,0.879,146471.0,466910.0,0.000125,0.000397,0.2345,0.7478,1.0,1.0,9.75,4.0,6
RGI60-06.00130,2009-01-01_2010-01-01,531000.0,-0.2006,3.3927,-106498.0,1801524.0,-9.1e-05,0.001531,-0.1705,2.8839,1.0,1.0,2.71,1.0,6
RGI60-06.00130,2010-01-01_2011-01-01,531000.0,0.4684,3.3914,248704.0,1800958.0,0.000211,0.001531,0.3981,2.8832,1.0,1.0,1.23,1.0,6
RGI60-06.00130,2010-01-01_2012-01-01,531000.0,0.9118,1.6991,484165.0,903020.0,0.000412,0.000768,0.775,1.4478,1.0,1.0,4.23,2.0,6
RGI60-06.00130,2010-01-01_2015-01-01,531000.0,0.6847,0.6732,363551.0,358599.0,0.000309,0.000306,0.582,0.5773,1.0,1.0,15.1,5.0,6
RGI60-06.00130,2010-01-01_2020-01-01,531000.0,0.6665,0.3525,353913.0,189191.0,0.000301,0.000162,0.5665,0.3087,1.0,1.0,23.71,9.13,6
RGI60-06.00130,2011-01-01_2012-01-01,531000.0,1.3552,3.4487,719626.0,1832129.0,0.000612,0.001558,1.1519,2.9353,1.0,1.0,3.0,1.0,6
RGI60-06.00130,2012-01-01_2013-01-01,531000.0,0.6936,3.45,368318.0,1832196.0,0.000313,0.001558,0.5896,2.9336,1.0,1.0,4.67,1.0,6
RGI60-06.00130,2012-01-01_2014-01-01,531000.0,0.4944,1.7157,262528.0,911293.0,0.000223,0.000775,0.4202,1.4594,1.0,1.0,6.67,2.0,6
RGI60-06.00130,2012-01-01_2016-01-01,531000.0,0.5446,0.8844,289198.0,470153.0,0.000246,0.0004,0.4629,0.7542,1.0,1.0,11.75,3.83,6
RGI60-06.00130,2013-01-01_2014-01-01,531000.0,0.2952,3.4261,156737.0,1819312.0,0.000133,0.001546,0.2509,2.9124,1.0,1.0,2.0,1.0,6
RGI60-06.00130,2014-01-01_2015-01-01,531000.0,0.6109,3.3996,324370.0,1805363.0,0.000276,0.001535,0.5192,2.8905,1.0,1.0,4.19,1.0,6
RGI60-06.00130,2014-01-01_2016-01-01,531000.0,0.5949,1.7571,315869.0,933353.0,0.000268,0.000794,0.5056,1.495,1.0,1.0,5.08,1.83,6
RGI60-06.00130,2015-01-01_2016-01-01,531000.0,0.5788,3.5066,307367.0,1862163.0,0.000261,0.001583,0.492,2.9813,1.0,1.0,0.88,0.83,6
RGI60-06.00130,2015-01-01_2020-01-01,531000.0,0.6484,0.7098,344275.0,377880.0,0.000293,0.000322,0.5511,0.6077,1.0,1.0,8.62,4.13,6
RGI60-06.00130,2016-01-01_2017-01-01,531000.0,0.6348,3.6228,337066.0,1923882.0,0.000287,0.001635,0.5396,3.0802,1.0,1.0,4.15,1.0,6
RGI60-06.00130,2016-01-01_2018-01-01,531000.0,0.6893,1.7821,366029.0,946708.0,0.000311,0.000805,0.5859,1.5167,1.0,1.0,4.46,1.31,6
RGI60-06.00130,2016-01-01_2020-01-01,531000.0,0.6657,0.9148,353502.0,486530.0,0.0003,0.000414,0.5659,0.7811,1.0,1.0,7.73,3.31,6
RGI60-06.00130,2017-01-01_2018-01-01,531000.0,0.7439,3.5691,394993.0,1895466.0,0.000336,0.001611,0.6323,3.0349,1.0,1.0,0.31,0.31,6
