rgiid,period,area,dhdt,err_dhdt,dvoldt,err_dvoldt,dmdt,err_dmdt,dmdtda,err_dmdtda,perc_area_meas,perc_area_res,valid_obs,valid_obs_py,reg
RGI60-06.00225,2012-01-01_2013-01-01,655000.0,-0.3456,3.4045,-226378.0,2230036.0,-0.000192,0.001896,-0.2938,2.8941,1.0,1.0,1.16,0.7,6
RGI60-06.00225,2012-01-01_2014-01-01,655000.0,-0.3725,1.7418,-244008.0,1141076.0,-0.000207,0.00097,-0.3167,1.4812,1.0,1.0,3.03,1.69,6
RGI60-06.00225,2012-01-01_2016-01-01,655000.0,-0.5547,0.8549,-363361.0,560821.0,-0.000309,0.000477,-0.4715,0.7297,1.0,1.0,3.22,1.88,6
RGI60-06.00225,2013-01-01_2014-01-01,655000.0,-0.3994,3.3903,-261638.0,2220750.0,-0.000222,0.001888,-0.3395,2.8821,1.0,1.0,1.87,0.99,6
RGI60-06.00225,2014-01-01_2015-01-01,655000.0,-0.6014,3.6872,-393900.0,2415380.0,-0.000335,0.002053,-0.5112,3.135,1.0,1.0,0.0,0.0,6
RGI60-06.00225,2014-01-01_2016-01-01,655000.0,-0.737,1.7027,-482714.0,1116049.0,-0.00041,0.000949,-0.6264,1.45,1.0,1.0,0.19,0.19,6
RGI60-06.00225,2015-01-01_2016-01-01,655000.0,-0.8726,3.6268,-571529.0,2376082.0,-0.000486,0.00202,-0.7417,3.0846,1.0,1.0,0.19,0.19,6
RGI60-06.00225,2015-01-01_2020-01-01,655000.0,-1.099,0.7812,-719841.0,515348.0,-0.000612,0.00044,-0.9341,0.6767,1.0,1.0,5.6,3.43,6
RGI60-06.00225,2016-01-01_2017-01-01,655000.0,-1.0075,3.3756,-659904.0,2211719.0,-0.000561,0.00188,-0.8564,2.8717,1.0,1.0,1.58,1.0,6
RGI60-06.00225,2016-01-01_2018-01-01,655000.0,-1.0344,1.6808,-677534.0,1102409.0,-0.000576,0.000938,-0.8792,1.4339,1.0,1.0,3.15,1.94,6
RGI60-06.00225,2016-01-01_2020-01-01,655000.0,-1.1556,0.9103,-756919.0,599715.0,-0.000643,0.000512,-0.9823,0.7858,1.0,1.0,5.4,3.24,6
RGI60-06.00225,2017-01-01_2018-01-01,655000.0,-1.0613,3.3969,-695163.0,2225752.0,-0.000591,0.001892,-0.9021,2.8901,1.0,1.0,1.57,0.94,6
RGI60-06.00225,2018-01-01_2019-01-01,655000.0,-1.1992,3.4667,-785507.0,2271696.0,-0.000668,0.001932,-1.0194,2.9502,1.0,1.0,1.96,1.0,6
RGI60-06.00225,2018-01-01_2020-01-01,655000.0,-1.2768,1.8304,-836305.0,1201049.0,-0.000711,0.001022,-1.0853,1.5632,1.0,1.0,2.25,1.3,6
RGI60-06.00225,2019-01-01_2020-01-01,655000.0,-1.3544,3.7384,-887102.0,2449850.0,-0.000754,0.002083,-1.1512,3.1818,1.0,1.0,0.3,0.3,6
RGI60-06.00226,2000-01-01_2001-01-01,113000.0,-0.396,4.8113,-44750.0,543738.0,-3.8e-05,0.000462,-0.3366,4.0906,0.5,0.5,2.0,1.0,6
RGI60-06.00226,2000-01-01_2002-01-01,113000.0,-0.4355,2.1661,-49209.0,244940.0,-4.2e-05,0.000208,-0.3702,1.8439,0.5,0.5,5.0,2.0,6
RGI60-06.00226,2000-01-01_2004-01-01,113000.0,-0.3887,1.1072,-43927.0,125380.0,-3.7e-05,0.000107,-0.3304,0.9454,0.5,0.5,17.0,3.5,6
RGI60-06.00226,2000-01-01_2005-01-01,113000.0,-0.3668,0.8572,-41448.0,97174.0,-3.5e-05,8.3e-05,-0.3118,0.7336,0.5,0.5,21.0,4.0,6
RGI60-06.00226,2000-01-01_2010-01-01,113000.0,-0.3043,0.461,-34385.0,52485.0,-2.9e-05,4.5e-05,-0.2586,0.3981,0.5,0.5,57.58,8.0,6
RGI60-06.00226,2000-01-01_2020-01-01,113000.0,-0.1694,0.224,-19144.0,25558.0,-1.6e-05,2.2e-05,-0.144,0.1944,0.5,0.5,137.17,18.0,6
RGI60-06.00226,2001-01-01_2002-01-01,113000.0,-0.4749,4.6837,-53669.0,529356.0,-4.6e-05,0.00045,-0.4037,3.9827,0.5,0.5,3.0,1.0,6
RGI60-06.00226,2002-01-01_2003-01-01,113000.0,-0.4124,4.1711,-46602.0,471416.0,-4e-05,0.000401,-0.3505,3.5467,0.5,0.5,6.5,1.0,6
RGI60-06.00226,2002-01-01_2004-01-01,113000.0,-0.342,2.145,-38645.0,242487.0,-3.3e-05,0.000206,-0.2907,1.8249,0.5,0.5,12.0,1.5,6
RGI60-06.00226,2003-01-01_2004-01-01,113000.0,-0.2716,4.2714,-30687.0,482699.0,-2.6e-05,0.00041,-0.2308,3.6312,0.5,0.5,5.5,0.5,6
RGI60-06.00226,2004-01-01_2005-01-01,113000.0,-0.279,4.2435,-31532.0,479550.0,-2.7e-05,0.000408,-0.2372,3.6075,0.5,0.5,4.0,0.5,6
RGI60-06.00226,2004-01-01_2006-01-01,113000.0,-0.2772,2.1365,-31325.0,241494.0,-2.7e-05,0.000205,-0.2356,1.8172,0.5,0.5,9.5,1.5,6
RGI60-06.00226,2004-01-01_2008-01-01,113000.0,-0.2684,1.0526,-30330.0,119082.0,-2.6e-05,0.000101,-0.2281,0.8969,0.5,0.5,21.58,3.0,6
RGI60-06.00226,2005-01-01_2006-01-01,113000.0,-0.2754,4.125,-31118.0,466164.0,-2.6e-05,0.000396,-0.2341,3.5068,0.5,0.5,5.5,1.0,6
RGI60-06.00226,2005-01-01_2010-01-01,113000.0,-0.2418,0.8865,-27321.0,100302.0,-2.3e-05,8.5e-05,-0.2055,0.7556,0.5,0.5,36.58,4.0,6
RGI60-06.00226,2006-01-01_2007-01-01,113000.0,-0.2712,4.1202,-30647.0,465619.0,-2.6e-05,0.000396,-0.2305,3.5027,0.5,0.5,3.0,0.5,6
RGI60-06.00226,2006-01-01_2008-01-01,113000.0,-0.2596,2.0456,-29335.0,231214.0,-2.5e-05,0.000197,-0.2207,1.7398,0.5,0.5,12.08,1.5,6
RGI60-06.00226,2007-01-01_2008-01-01,113000.0,-0.248,4.0554,-28023.0,458293.0,-2.4e-05,0.00039,-0.2108,3.4476,0.5,0.5,9.08,1.0,6
RGI60-06.00226,2008-01-01_2009-01-01,113000.0,-0.2218,4.0155,-25060.0,453777.0,-2.1e-05,0.000386,-0.1885,3.4136,0.5,0.5,10.0,1.0,6
RGI60-06.00226,2008-01-01_2010-01-01,113000.0,-0.2072,2.2005,-23410.0,248692.0,-2e-05,0.000211,-0.1761,1.871,0.5,0.5,19.0,1.5,6
RGI60-06.00226,2008-01-01_2012-01-01,113000.0,-0.2011,1.0088,-22723.0,114075.0,-1.9e-05,9.7e-05,-0.1709,0.8588,0.5,0.5,37.5,3.5,6
RGI60-06.00226,2009-01-01_2010-01-01,113000.0,-0.1926,4.3915,-21759.0,496253.0,-1.8e-05,0.000422,-0.1637,3.733,0.5,0.5,9.0,0.5,6
RGI60-06.00226,2010-01-01_2011-01-01,113000.0,-0.1954,4.4071,-22084.0,498015.0,-1.9e-05,0.000423,-0.1661,3.7463,0.5,0.5,9.5,1.0,6
RGI60-06.00226,2010-01-01_2012-01-01,113000.0,-0.195,2.2048,-22036.0,249174.0,-1.9e-05,0.000212,-0.1658,1.8746,0.5,0.5,18.5,2.0,6
RGI60-06.00226,2010-01-01_2015-01-01,113000.0,-0.1222,0.8867,-13809.0,100226.0,-1.2e-05,8.5e-05,-0.1039,0.7542,0.5,0.5,41.0,5.0,6
RGI60-06.00226,2010-01-01_2020-01-01,113000.0,-0.0345,0.462,-3904.0,52208.0,-3e-06,4.4e-05,-0.0294,0.3928,0.5,0.5,79.58,10.0,6
RGI60-06.00226,2011-01-01_2012-01-01,113000.0,-0.1946,4.042,-21988.0,456759.0,-1.9e-05,0.000388,-0.1654,3.436,0.5,0.5,9.0,1.0,6
RGI60-06.00226,2012-01-01_2013-01-01,113000.0,-0.1037,4.0928,-11719.0,462495.0,-1e-05,0.000393,-0.0882,3.479,0.5,0.5,5.5,1.0,6
RGI60-06.00226,2012-01-01_2014-01-01,113000.0,-0.0826,2.0267,-9334.0,229018.0,-8e-06,0.000195,-0.0702,1.7228,0.5,0.5,14.5,2.0,6
RGI60-06.00226,2012-01-01_2016-01-01,113000.0,-0.0621,1.0279,-7019.0,116156.0,-6e-06,9.9e-05,-0.0528,0.8738,0.5,0.5,28.83,4.0,6
RGI60-06.00226,2013-01-01_2014-01-01,113000.0,-0.0615,4.1014,-6949.0,463456.0,-6e-06,0.000394,-0.0523,3.4862,0.5,0.5,9.0,1.0,6
RGI60-06.00226,2014-01-01_2015-01-01,113000.0,-0.0558,4.0792,-6307.0,460948.0,-5e-06,0.000392,-0.0474,3.4673,0.5,0.5,8.0,1.0,6
RGI60-06.00226,2014-01-01_2016-01-01,113000.0,-0.0416,2.06,-4704.0,232778.0,-4e-06,0.000198,-0.0354,1.751,0.5,0.5,14.33,2.0,6
RGI60-06.00226,2015-01-01_2016-01-01,113000.0,-0.0274,4.1369,-3101.0,467476.0,-3e-06,0.000397,-0.0233,3.5164,0.5,0.5,6.33,1.0,6
RGI60-06.00226,2015-01-01_2020-01-01,113000.0,0.0531,0.8595,6002.0,97126.0,5e-06,8.3e-05,0.0451,0.7307,0.5,0.5,38.58,5.0,6
RGI60-06.00226,2016-01-01_2017-01-01,113000.0,0.0166,4.1951,1878.0,474046.0,2e-06,0.000403,0.0141,3.5658,0.5,0.5,10.5,1.0,6
RGI60-06.00226,2016-01-01_2018-01-01,113000.0,0.0515,2.351,5820.0,265664.0,5e-06,0.000226,0.0438,1.9984,0.5,0.5,19.75,2.0,6
RGI60-06.00226,2016-01-01_2020-01-01,113000.0,0.0733,1.084,8278.0,122503.0,7e-06,0.000104,0.0623,0.9216,0.5,0.5,32.25,4.0,6
RGI60-06.00226,2017-01-01_2018-01-01,113000.0,0.0864,4.7179,9763.0,533128.0,8e-06,0.000453,0.0734,4.0103,0.5,0.5,9.25,1.0,6
RGI60-06.00226,2018-01-01_2019-01-01,113000.0,0.0958,4.8196,10829.0,544619.0,9e-06,0.000463,0.0815,4.0967,0.5,0.5,3.5,1.0,6
RGI60-06.00226,2018-01-01_2020-01-01,113000.0,0.095,2.4218,10736.0,273676.0,9e-06,0.000233,0.0808,2.0587,0.5,0.5,12.5,2.0,6
RGI60-06.00226,2019-01-01_2020-01-01,113000.0,0.0942,4.4633,10642.0,504362.0,9e-06,0.000429,0.08,3.7939,0.5,0.5,9.0,1.0,6
RGI60-06.00227,2000-01-01_2001-01-01,147000.0,-1.4525,4.1013,-213522.0,604348.0,-0.000181,0.000514,-1.2347,3.504,1.0,1.0,0.0,0.0,6
RGI60-06.00227,2000-01-01_2002-01-01,147000.0,-1.6486,2.0215,-242344.0,300958.0,-0.000206,0.000256,-1.4013,1.7647,1.0,1.0,4.0,1.0,6
RGI60-06.00227,2000-01-01_2004-01-01,147000.0,-2.1659,1.0097,-318382.0,161094.0,-0.000271,0.000138,-1.841,1.0078,1.0,1.0,9.4,3.0,6
RGI60-06.00227,2000-01-01_2005-01-01,147000.0,-1.981,0.8034,-291204.0,131266.0,-0.000248,0.000113,-1.6838,0.8366,1.0,1.0,13.47,4.0,6
RGI60-06.00227,2000-01-01_2010-01-01,147000.0,-1.2954,0.4034,-190425.0,70140.0,-0.000162,6.1e-05,-1.1011,0.4663,1.0,1.0,29.93,9.0,6
RGI60-06.00227,2000-01-01_2020-01-01,147000.0,-0.7433,0.2128,-109267.0,37960.0,-9.3e-05,3.3e-05,-0.6318,0.2562,1.0,1.0,61.13,19.0,6
RGI60-06.00227,2001-01-01_2002-01-01,147000.0,-1.8447,3.7289,-271166.0,550733.0,-0.00023,0.000468,-1.568,3.2013,1.0,1.0,4.0,1.0,6
RGI60-06.00227,2002-01-01_2003-01-01,147000.0,-2.7123,3.6627,-398711.0,544096.0,-0.000339,0.000463,-2.3055,3.1828,1.0,1.0,2.0,1.0,6
RGI60-06.00227,2002-01-01_2004-01-01,147000.0,-2.6831,1.8299,-394419.0,279966.0,-0.000335,0.000239,-2.2807,1.6876,1.0,1.0,5.4,2.0,6
RGI60-06.00227,2003-01-01_2004-01-01,147000.0,-2.6539,3.6579,-390127.0,543161.0,-0.000332,0.000462,-2.2558,3.1759,1.0,1.0,3.4,1.0,6
RGI60-06.00227,2004-01-01_2005-01-01,147000.0,-1.2415,3.6314,-182493.0,535024.0,-0.000155,0.000455,-1.0552,3.1015,1.0,1.0,4.07,1.0,6
RGI60-06.00227,2004-01-01_2006-01-01,147000.0,-0.9243,1.8268,-135865.0,269863.0,-0.000115,0.00023,-0.7856,1.569,1.0,1.0,10.07,2.0,6
RGI60-06.00227,2004-01-01_2008-01-01,147000.0,-0.7877,0.9356,-115785.0,139400.0,-9.8e-05,0.000119,-0.6695,0.8181,1.0,1.0,15.67,4.0,6
RGI60-06.00227,2005-01-01_2006-01-01,147000.0,-0.6071,3.6299,-89237.0,533879.0,-7.6e-05,0.000454,-0.516,3.0889,1.0,1.0,6.0,1.0,6
RGI60-06.00227,2005-01-01_2010-01-01,147000.0,-0.6098,0.7252,-89645.0,108059.0,-7.6e-05,9.2e-05,-0.5184,0.6342,1.0,1.0,16.47,5.0,6
RGI60-06.00227,2006-01-01_2007-01-01,147000.0,-0.5863,3.6407,-86180.0,535455.0,-7.3e-05,0.000455,-0.4983,3.0979,1.0,1.0,3.4,1.0,6
RGI60-06.00227,2006-01-01_2008-01-01,147000.0,-0.6511,1.8704,-95705.0,275587.0,-8.1e-05,0.000234,-0.5534,1.5977,1.0,1.0,5.6,2.0,6
RGI60-06.00227,2007-01-01_2008-01-01,147000.0,-0.7159,3.7297,-105230.0,548658.0,-8.9e-05,0.000466,-0.6085,3.1751,1.0,1.0,2.2,1.0,6
RGI60-06.00227,2008-01-01_2009-01-01,147000.0,-0.6579,3.756,-96714.0,552454.0,-8.2e-05,0.00047,-0.5592,3.1966,1.0,1.0,3.2,1.0,6
RGI60-06.00227,2008-01-01_2010-01-01,147000.0,-0.57,1.8686,-83789.0,275176.0,-7.1e-05,0.000234,-0.4845,1.5944,1.0,1.0,4.87,2.0,6
RGI60-06.00227,2008-01-01_2012-01-01,147000.0,-0.5038,0.9368,-74053.0,138471.0,-6.3e-05,0.000118,-0.4282,0.8057,1.0,1.0,14.8,4.0,6
RGI60-06.00227,2009-01-01_2010-01-01,147000.0,-0.4821,3.664,-70865.0,538787.0,-6e-05,0.000458,-0.4098,3.1166,1.0,1.0,1.67,1.0,6
RGI60-06.00227,2010-01-01_2011-01-01,147000.0,-0.5005,3.6216,-73569.0,532569.0,-6.3e-05,0.000453,-0.4254,3.0808,1.0,1.0,5.4,1.0,6
RGI60-06.00227,2010-01-01_2012-01-01,147000.0,-0.4375,1.8274,-64316.0,268927.0,-5.5e-05,0.000229,-0.3719,1.557,1.0,1.0,9.93,2.0,6
RGI60-06.00227,2010-01-01_2015-01-01,147000.0,-0.2375,0.7331,-34911.0,107988.0,-3e-05,9.2e-05,-0.2019,0.6258,1.0,1.0,21.6,5.0,6
RGI60-06.00227,2010-01-01_2020-01-01,147000.0,-0.1912,0.389,-28110.0,57451.0,-2.4e-05,4.9e-05,-0.1625,0.3339,1.0,1.0,31.2,10.0,6
RGI60-06.00227,2011-01-01_2012-01-01,147000.0,-0.3746,3.6317,-55062.0,533975.0,-4.7e-05,0.000454,-0.3184,3.0883,1.0,1.0,4.53,1.0,6
RGI60-06.00227,2012-01-01_2013-01-01,147000.0,0.1622,3.6851,23841.0,541727.0,2e-05,0.00046,0.1379,3.1326,1.0,1.0,5.0,1.0,6
RGI60-06.00227,2012-01-01_2014-01-01,147000.0,0.0442,1.8531,6495.0,272402.0,6e-06,0.000232,0.0376,1.5751,1.0,1.0,9.0,2.0,6
RGI60-06.00227,2012-01-01_2016-01-01,147000.0,-0.136,0.9224,-19988.0,135648.0,-1.7e-05,0.000115,-0.1156,0.7847,1.0,1.0,13.4,4.0,6
RGI60-06.00227,2013-01-01_2014-01-01,147000.0,-0.0738,3.7261,-10851.0,547738.0,-9e-06,0.000466,-0.0627,3.1672,1.0,1.0,4.0,1.0,6
RGI60-06.00227,2014-01-01_2015-01-01,147000.0,-0.4008,3.7168,-58916.0,546486.0,-5e-05,0.000465,-0.3407,3.1608,1.0,1.0,2.67,1.0,6
RGI60-06.00227,2014-01-01_2016-01-01,147000.0,-0.3161,1.8653,-46472.0,274345.0,-4e-05,0.000233,-0.2687,1.5873,1.0,1.0,4.4,2.0,6
RGI60-06.00227,2015-01-01_2016-01-01,147000.0,-0.2315,3.7003,-34028.0,543978.0,-2.9e-05,0.000462,-0.1968,3.1457,1.0,1.0,1.73,1.0,6
RGI60-06.00227,2015-01-01_2020-01-01,147000.0,-0.145,0.7819,-21309.0,115021.0,-1.8e-05,9.8e-05,-0.1232,0.6656,1.0,1.0,9.6,5.0,6
RGI60-06.00227,2016-01-01_2017-01-01,147000.0,-0.1836,3.7647,-26996.0,553443.0,-2.3e-05,0.00047,-0.1561,3.2003,1.0,1.0,1.87,1.0,6
RGI60-06.00227,2016-01-01_2018-01-01,147000.0,-0.0852,1.8877,-12522.0,277497.0,-1.1e-05,0.000236,-0.0724,1.6046,1.0,1.0,4.87,2.0,6
RGI60-06.00227,2016-01-01_2020-01-01,147000.0,-0.1233,0.9807,-18130.0,144205.0,-1.5e-05,0.000123,-0.1048,0.8341,1.0,1.0,7.87,4.0,6
RGI60-06.00227,2017-01-01_2018-01-01,147000.0,0.0133,3.8252,1953.0,562303.0,2e-06,0.000478,0.0113,3.2514,1.0,1.0,3.0,1.0,6
RGI60-06.00227,2018-01-01_2019-01-01,147000.0,-0.2659,3.8292,-39090.0,562939.0,-3.3e-05,0.000479,-0.226,3.2554,1.0,1.0,2.0,1.0,6
RGI60-06.00227,2018-01-01_2020-01-01,147000.0,-0.1615,1.9904,-23738.0,292625.0,-2e-05,0.000249,-0.1373,1.6923,1.0,1.0,3.0,2.0,6
RGI60-06.00227,2019-01-01_2020-01-01,147000.0,-0.057,3.9746,-8386.0,584267.0,-7e-06,0.000497,-0.0485,3.3784,1.0,1.0,1.0,1.0,6
RGI60-06.00228,2000-01-01_2001-01-01,26951000.0,-1.0611,2.4067,-28598916.0,64864426.0,-0.024309,0.055161,-0.902,2.0468,0.987,1.0,0.0,0.0,6
RGI60-06.00228,2000-01-01_2002-01-01,26951000.0,-1.0561,1.178,-28464184.0,31753329.0,-0.024195,0.027044,-0.8977,1.0036,0.987,1.0,2.16,0.99,6
RGI60-06.00228,2000-01-01_2004-01-01,26951000.0,-1.0861,0.5953,-29270337.0,16054972.0,-0.02488,0.013759,-0.9231,0.5109,0.987,1.0,5.88,2.98,6
RGI60-06.00228,2000-01-01_2005-01-01,26951000.0,-1.0787,0.4728,-29071222.0,12755411.0,-0.024711,0.010982,-0.9169,0.4079,0.987,1.0,9.82,3.98,6
RGI60-06.00228,2000-01-01_2010-01-01,26951000.0,-0.9112,0.2377,-24558086.0,6426475.0,-0.020874,0.005658,-0.7745,0.2105,0.987,1.0,19.68,8.56,6
RGI60-06.00228,2000-01-01_2020-01-01,26951000.0,-0.7213,0.1264,-19439869.0,3430746.0,-0.016524,0.003141,-0.6131,0.1172,0.987,1.0,41.37,18.17,6
RGI60-06.00228,2001-01-01_2002-01-01,26951000.0,-1.0511,1.9409,-28329452.0,52311799.0,-0.02408,0.044498,-0.8935,1.6512,0.987,1.0,2.16,0.99,6
RGI60-06.00228,2002-01-01_2003-01-01,26951000.0,-1.0843,1.9073,-29221850.0,51408216.0,-0.024839,0.043732,-0.9216,1.6228,0.987,1.0,1.56,0.99,6
RGI60-06.00228,2002-01-01_2004-01-01,26951000.0,-1.116,0.9546,-30076489.0,25734248.0,-0.025565,0.021948,-0.9486,0.8146,0.987,1.0,3.72,1.99,6
RGI60-06.00228,2003-01-01_2004-01-01,26951000.0,-1.1477,1.9383,-30931128.0,52244236.0,-0.026291,0.044446,-0.9755,1.6493,0.987,1.0,2.17,1.0,6
RGI60-06.00228,2004-01-01_2005-01-01,26951000.0,-1.0491,1.9188,-28274764.0,51716019.0,-0.024034,0.043991,-0.8917,1.6324,0.987,1.0,3.94,1.0,6
RGI60-06.00228,2004-01-01_2006-01-01,26951000.0,-0.9794,0.985,-26395556.0,26552832.0,-0.022436,0.022625,-0.8325,0.8397,0.987,1.0,5.69,1.91,6
RGI60-06.00228,2004-01-01_2008-01-01,26951000.0,-0.8922,0.5099,-24045742.0,13750010.0,-0.020439,0.011776,-0.7584,0.4372,0.987,1.0,9.82,3.91,6
RGI60-06.00228,2005-01-01_2006-01-01,26951000.0,-0.9097,1.949,-24516347.0,52530106.0,-0.020839,0.044675,-0.7732,1.6577,0.987,1.0,1.75,0.91,6
RGI60-06.00228,2005-01-01_2010-01-01,26951000.0,-0.7438,0.3827,-20044950.0,10323366.0,-0.017038,0.008857,-0.6322,0.3289,0.987,1.0,9.86,4.58,6
RGI60-06.00228,2006-01-01_2007-01-01,26951000.0,-0.873,1.9399,-23528647.0,52285066.0,-0.019999,0.044465,-0.7421,1.6499,0.987,1.0,2.81,1.0,6
RGI60-06.00228,2006-01-01_2008-01-01,26951000.0,-0.805,1.0339,-21695928.0,27869322.0,-0.018442,0.023725,-0.6843,0.8804,0.987,1.0,4.13,2.0,6
RGI60-06.00228,2007-01-01_2008-01-01,26951000.0,-0.737,2.0103,-19863209.0,54181933.0,-0.016884,0.04607,-0.6265,1.7095,0.987,1.0,1.32,1.0,6
RGI60-06.00228,2008-01-01_2009-01-01,26951000.0,-0.6713,2.0566,-18091313.0,55429964.0,-0.015378,0.047128,-0.5706,1.7487,0.987,1.0,2.81,1.0,6
RGI60-06.00228,2008-01-01_2010-01-01,26951000.0,-0.5995,1.0173,-16158273.0,27419309.0,-0.013735,0.023327,-0.5096,0.8656,0.987,1.0,3.98,1.67,6
RGI60-06.00228,2008-01-01_2012-01-01,26951000.0,-0.7719,0.5132,-20803664.0,13839229.0,-0.017683,0.011829,-0.6561,0.4391,0.987,1.0,10.65,3.59,6
RGI60-06.00228,2009-01-01_2010-01-01,26951000.0,-0.5278,1.9532,-14225234.0,52642591.0,-0.012091,0.044754,-0.4486,1.6606,0.987,1.0,1.18,0.67,6
RGI60-06.00228,2010-01-01_2011-01-01,26951000.0,-0.9187,1.9006,-24760788.0,51224459.0,-0.021047,0.043566,-0.7809,1.6166,0.987,1.0,4.74,1.0,6
RGI60-06.00228,2010-01-01_2012-01-01,26951000.0,-0.9443,0.9747,-25449055.0,26274252.0,-0.021632,0.022385,-0.8026,0.8308,0.987,1.0,6.66,1.92,6
RGI60-06.00228,2010-01-01_2015-01-01,26951000.0,-0.7382,0.4066,-19894149.0,10967038.0,-0.01691,0.009398,-0.6274,0.349,0.987,1.0,13.39,4.62,6
RGI60-06.00228,2010-01-01_2020-01-01,26951000.0,-0.5314,0.2114,-14321651.0,5703977.0,-0.012173,0.004924,-0.4517,0.1829,0.987,1.0,21.68,9.61,6
RGI60-06.00228,2011-01-01_2012-01-01,26951000.0,-0.9698,1.9202,-26137322.0,51754890.0,-0.022217,0.04402,-0.8243,1.6334,0.987,1.0,1.93,0.92,6
RGI60-06.00228,2012-01-01_2013-01-01,26951000.0,-0.5231,1.953,-14096769.0,52636102.0,-0.011982,0.044749,-0.4446,1.6604,0.987,1.0,2.71,1.0,6
RGI60-06.00228,2012-01-01_2014-01-01,26951000.0,-0.5854,1.0062,-15778027.0,27119927.0,-0.013411,0.023071,-0.4976,0.8561,0.987,1.0,5.28,2.0,6
RGI60-06.00228,2012-01-01_2016-01-01,26951000.0,-0.5607,0.4857,-15112568.0,13094757.0,-0.012846,0.011167,-0.4766,0.4145,0.987,1.0,7.73,3.71,6
RGI60-06.00228,2013-01-01_2014-01-01,26951000.0,-0.6478,1.9972,-17459285.0,53826679.0,-0.01484,0.045765,-0.5506,1.6981,0.987,1.0,2.57,1.0,6
RGI60-06.00228,2014-01-01_2015-01-01,26951000.0,-0.6314,2.0937,-17016581.0,56427658.0,-0.014464,0.047974,-0.5367,1.7801,0.987,1.0,1.45,0.71,6
RGI60-06.00228,2014-01-01_2016-01-01,26951000.0,-0.5361,0.9937,-14447109.0,26781806.0,-0.01228,0.022781,-0.4556,0.8453,0.987,1.0,2.45,1.71,6
RGI60-06.00228,2015-01-01_2016-01-01,26951000.0,-0.4407,2.027,-11877638.0,54630377.0,-0.010096,0.046441,-0.3746,1.7232,0.987,1.0,1.0,1.0,6
RGI60-06.00228,2015-01-01_2020-01-01,26951000.0,-0.3246,0.4416,-8749153.0,11903913.0,-0.007437,0.010132,-0.2759,0.376,0.987,1.0,8.29,4.99,6
RGI60-06.00228,2016-01-01_2017-01-01,26951000.0,-0.3178,1.9022,-8564940.0,51265695.0,-0.00728,0.043579,-0.2701,1.617,0.987,1.0,2.53,1.0,6
RGI60-06.00228,2016-01-01_2018-01-01,26951000.0,-0.1895,0.9825,-5108453.0,26479240.0,-0.004342,0.022509,-0.1611,0.8352,0.987,1.0,4.21,2.0,6
RGI60-06.00228,2016-01-01_2020-01-01,26951000.0,-0.2956,0.5269,-7967032.0,14201540.0,-0.006772,0.012081,-0.2513,0.4483,0.987,1.0,7.29,3.99,6
RGI60-06.00228,2017-01-01_2018-01-01,26951000.0,-0.0613,1.9506,-1651965.0,52569317.0,-0.001404,0.044684,-0.0521,1.658,0.987,1.0,1.68,1.0,6
RGI60-06.00228,2018-01-01_2019-01-01,26951000.0,-0.3304,1.9794,-8905416.0,53347928.0,-0.00757,0.045349,-0.2809,1.6827,0.987,1.0,2.03,1.0,6
RGI60-06.00228,2018-01-01_2020-01-01,26951000.0,-0.4017,1.0757,-10825611.0,28991797.0,-0.009202,0.024652,-0.3414,0.9147,0.987,1.0,3.08,1.99,6
RGI60-06.00228,2019-01-01_2020-01-01,26951000.0,-0.4729,2.1211,-12745806.0,57166297.0,-0.010834,0.048597,-0.402,1.8032,0.987,1.0,1.05,0.99,6
RGI60-06.00229,2000-01-01_2001-01-01,8371000.0,-0.6995,2.7191,-5855927.0,22761788.0,-0.004978,0.019351,-0.5946,2.3117,1.0,1.0,0.48,0.48,6
RGI60-06.00229,2000-01-01_2002-01-01,8371000.0,-0.7876,1.3225,-6592686.0,11071948.0,-0.005604,0.009419,-0.6694,1.1254,1.0,1.0,2.24,1.34,6
RGI60-06.00229,2000-01-01_2004-01-01,8371000.0,-0.7734,0.6615,-6474062.0,5539953.0,-0.005503,0.004725,-0.6574,0.5647,1.0,1.0,8.05,3.34,6
RGI60-06.00229,2000-01-01_2005-01-01,8371000.0,-0.7503,0.5293,-6281091.0,4434276.0,-0.005339,0.003788,-0.6378,0.4529,1.0,1.0,14.06,4.34,6
RGI60-06.00229,2000-01-01_2010-01-01,8371000.0,-0.5889,0.2635,-4929724.0,2210397.0,-0.00419,0.001902,-0.5006,0.2276,1.0,1.0,29.22,9.27,6
RGI60-06.00229,2000-01-01_2020-01-01,8371000.0,-0.5729,0.1348,-4795481.0,1136498.0,-0.004076,0.001008,-0.4869,0.1212,1.0,1.0,59.59,18.84,6
RGI60-06.00229,2001-01-01_2002-01-01,8371000.0,-0.8756,2.4007,-7329445.0,20097181.0,-0.00623,0.017088,-0.7442,2.0415,1.0,1.0,1.76,0.86,6
RGI60-06.00229,2002-01-01_2003-01-01,8371000.0,-0.7577,2.3216,-6342838.0,19435045.0,-0.005391,0.016524,-0.6441,1.9741,1.0,1.0,1.97,1.0,6
RGI60-06.00229,2002-01-01_2004-01-01,8371000.0,-0.7592,1.1587,-6355438.0,9701066.0,-0.005402,0.008255,-0.6453,0.9863,1.0,1.0,5.81,2.0,6
